id	title	year	venue	language	RQs	relevance	score	decision	reason
liu_opseval_2025	{OpsEval}	2025	Proceedings of the 33rd {ACM}		RQ4	Baja	1.0	Include	Métricas/metodologías
liu_optimizing_2025	Optimizing {RAG}	2025	Proceedings of the 2024 3rd {International}		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
liu_ora_2025	{ORA}	2025	Proceedings of the 39th {ACM}		RQ4	Baja	1.0	Include	Métricas/metodologías
liu_personaflow_2025	{PersonaFlow}	2025	Proceedings of the 2025 {ACM}		RQ4	Baja	1.0	Include	Métricas/metodologías
liu_preventing_2024	Preventing and detecting misinformation generated by large language models	2024	Proceedings of the 47th International ACM SIGIR …		RQ1,RQ2,RQ3,RQ4	Alta	4.0	Include	Confianza/percepción y Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
liu_ra-isf_2024	{RA}	2024	Proceedings of the {Annual}		RQ4	Baja	1.0	Include	Métricas/metodologías
liu_reapr_2025	{ReAPR}	2025	Software Quality Journal		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
liu_research_2025	Research on {Aerospace}	2025	2025 {IEEE}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
liu_retrieval-augmented_2025	A retrieval-augmented large language model hybrid framework for adaptive wireless resource allocation: design	2025	Proceedings of {SPIE}		RQ4	Baja	1.0	Include	Métricas/metodologías
liu_retrieval_2025	Retrieval {Augmented}	2025	Lecture Notes in Computer Science		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
liu_robust-ir_2025	Robust-{IR}	2025	Proceedings of the 48th {International}		RQ4	Baja	1.0	Include	Métricas/metodologías
liu_secure_2025	Secure multi-llm agentic ai and agentification for edge general intelligence by zero-trust: {A}	2025	arXiv preprint arXiv …		RQ1,RQ2,RQ4	Alta	3.0	Include	Confianza/percepción y Factualidad/alucinaciones y Métricas/metodologías
liu_selenite_2024	Selenite: {Scaffolding}	2024	Proceedings of the 2024 {CHI}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
liu_siqa_2025	{SiQA}	2025	{ICASSP}		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
liu_spatiotemporalsemantic_2025	A {Spatiotemporal}	2025	Applied Sciences (Switzerland)		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
liu_stall_2024	Stall+: {Boosting}	2024	arXiv preprint arXiv:2406.10018		RQ4	Baja	1.0	Include	Métricas/metodologías
liu_symagent_2025	{SymAgent}	2025	Proceedings of the {ACM}		RQ4	Baja	1.0	Include	Métricas/metodologías
liu_t-rap_2024	T-{RAP}	2024	Proceedings of the 15th {Asia}		RQ4	Baja	1.0	Include	Métricas/metodologías
liu_teaching_2024	Teaching {CS50}	2024	Proceedings of the 55th {ACM}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
liu_think_2025	{THINK}	2025			RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
liu_tigervector_2025	{TigerVector}	2025	Companion of the 2025 {International}		RQ4	Baja	1.0	Include	Métricas/metodologías
liu_toward_2025	Toward {Autonomous}	2025	IEEE Network		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
liu_towards_2024	Towards {Automatic}	2024	Proceedings of the 30th {ACM}		RQ1,RQ3,RQ4	Alta	3.0	Include	Confianza/percepción y XAI/calibración y Métricas/metodologías
liu_transrag_2025	{TransRAG}	2025	2025 37th {Chinese}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
liu_treatrag_2025	{TreatRAG}	2025	Proceedings of the {Nineteenth}		RQ4	Baja	1.0	Include	Métricas/metodologías
liu_tsconnect_2025	{TSConnect}	2025	Proceedings of the 30th {International}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
liu_unimel_2024	{UniMEL}	2024	Proceedings of the 33rd {ACM}		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
liu_webanns_2025	{WebANNS}	2025	Proceedings of the 48th {International}		RQ4	Baja	1.0	Include	Métricas/metodologías
liu_webglm_2023	{WebGLM}	2023	Proceedings of the 29th {ACM}		-	Excluir	0.0	Exclude	Fuera de alcance
liu_xrag_2025	{XRAG}	2025	arXiv preprint arXiv …		RQ4	Baja	1.0	Include	Métricas/metodologías
lo_ai_2025	{AI}	2025	{IEEE}		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
lo_noel_2025	Noel: {A}	2025	Proceedings of the 2025 {CHI}		RQ1,RQ3	Media	2.0	Include	Confianza/percepción y XAI/calibración
loevenich_design_2025	Design and evaluation of an {Autonomous}	2025	Computer Networks		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
long_retrieval-augmented_2025	Retrieval-{Augmented}	2025	Proceedings of the {AAAI}		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
longwell_triple_2024	Triple {Augmented}	2024	Proceedings of the 2024 {Annual}		RQ4	Baja	1.0	Include	Métricas/metodologías
lorusso_gollum_2025	{GOLLUM}	2025	International {Conference}		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
lotfi_rethinking_2025	Rethinking {Strategic}	2025	IEEE Internet of Things Magazine		RQ4	Baja	1.0	Include	Métricas/metodologías
lou_cognitive_2025	A {Cognitive}	2025	2025 {IEEE}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
loukas_making_2023	Making {LLMs}	2023	Proceedings of the {Fourth}		RQ4	Baja	1.0	Include	Métricas/metodologías
lovtsov_automated_2025	Automated {Mobile}	2025	2025 7th {International}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
low_answering_2024	Answering real-world clinical questions using large language model based systems	2024	arXiv preprint arXiv …		RQ1,RQ3	Media	2.0	Include	Confianza/percepción y XAI/calibración
low_answering_2025	Answering real-world clinical questions using large language model	2025	Digital …		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
lu_adda_2025	Adda: {Towards}	2025	Proc. ACM Manag. Data		RQ4	Baja	1.0	Include	Métricas/metodologías
lu_boosting_2025	Boosting {GPT}	2025	Bioinformatics Advances		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
lu_decoding_2025	Decoding urban policies: {NLP}	2025	Environment and Planning B: Urban Analytics and City Science		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
lu_hsg-rag_2025	{HSG}	2025	ACM Trans. Des. Autom. Electron. Syst.		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
lu_initial_2025	Initial {Evaluation}	2025	2025 {IEEE}		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
lu_large_2024	Large {Language}	2024	arXiv		-	Baja	0.0	Maybe	Fuera de alcance
lu_multimodal_2024	Multimodal large language model driven scenario testing for autonomous vehicles	2024	arXiv preprint arXiv …		RQ4	Baja	1.0	Include	Métricas/metodologías
lu_proof_2024	Proof {Automation}	2024	Proceedings of the 39th {IEEE}		RQ4	Baja	1.0	Include	Métricas/metodologías
lu_retrieval-augmented_2025	A {Retrieval}	2025	Proceedings of the 2024 2nd {International}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
lu_scchat_2024	{scChat}	2024	bioRxiv		-	Excluir	0.0	Exclude	Fuera de alcance
lu_synergizing_2024	Synergizing {Internal}	2024	2024 {IEEE}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
lu_taxonomy_2024	A {Taxonomy}	2024	Proceedings of the {IEEE}		-	Excluir	0.0	Exclude	Fuera de alcance
lu_triageagent_2024	{TRIAGEAGENT}	2024			RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
lubos_llm-generated_2024	{LLM}	2024	Adjunct {Proceedings}		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
lui_gptutor_2024	{GPTutor}	2024			RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
luo_agentauditor_2025	Agentauditor: {Human}	2025	arXiv preprint arXiv …		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
luo_application_2024	Application and evaluation of {RAG}	2024			RQ4	Baja	1.0	Include	Métricas/metodologías
luo_evolutionagent_2025	{EvolutionAgent}	2025	Companion {Proceedings}		RQ1,RQ3,RQ4	Alta	3.0	Include	Confianza/percepción y XAI/calibración y Métricas/metodologías
luo_imagescope_2025	{ImageScope}	2025	Proceedings of the {ACM}		RQ4	Baja	1.0	Include	Métricas/metodologías
luo_integration_2024	Integration of {LLMs}	2024	Proceedings of the {ACM}		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
luo_oneke_2025	{OneKE}	2025	Companion {Proceedings}		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
luz_enhancing_2025	Enhancing {Emotional}	2025	Proceedings of the 33rd {ACM}		-	Excluir	0.0	Exclude	Fuera de alcance
lv_study_2024	A study of {AIGC}	2024	Proceedings of the 2024 {Guangdong}		RQ1,RQ2,RQ3,RQ4	Alta	4.0	Include	Confianza/percepción y Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
lyu_crud-rag_2025	{CRUD}	2025	ACM Trans. Inf. Syst.		RQ4	Baja	1.0	Include	Métricas/metodologías
lyu_retrieve-plan-generation_2024	Retrieve-plan-generation: {An}	2024	arXiv preprint arXiv …		RQ4	Baja	1.0	Include	Métricas/metodologías
lyu_towards_2024	Towards {Advancing}	2024	Proceedings of the 33rd {ACM}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
ma_alibaba_2025	Alibaba {LingmaAgent}	2025	Proceedings of the 33rd {ACM}		RQ4	Baja	1.0	Include	Métricas/metodologías
ma_ambigchat_2025	{AmbigChat}	2025	Proceedings of the 38th {Annual}		-	Excluir	0.0	Exclude	Fuera de alcance
ma_fine-tuning_2024	Fine-{Tuning}	2024	Proceedings of the 47th {International}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
ma_integrating_2024	Integrating {AI}	2024	Proceedings of the 2024 on {ACM}		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
ma_knowledge-graph_2025	A knowledge-graph enhanced large language model-based fault diagnostic reasoning and maintenance decision support pipeline towards industry 5.0	2025	International Journal of Production Research		RQ4	Baja	1.0	Include	Métricas/metodologías
ma_knowledge_2025	Knowledge graph-based retrieval-augmented generation for schema matching	2025	arXiv preprint arXiv:2501.08686		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
ma_librelog_2025	{LibreLog}	2025	Proceedings of the {IEEE}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
ma_role_2025	The {Role}	2025	{CEUR}		-	Excluir	0.0	Exclude	Fuera de alcance
ma_sdd-lawllm_2025	{SDD}	2025	Electronics (Switzerland)		RQ1,RQ2,RQ3,RQ4	Alta	4.0	Include	Confianza/percepción y Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
ma_swe-gpt_2025	{SWE}	2025	Proc. ACM Softw. Eng.		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
ma_t3set_2025	{T3Set}	2025	Proceedings of the 31st {ACM}		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
ma_think--graph_2024	Think-on-graph 2.0: {Deep}	2024	arXiv preprint arXiv …		RQ4	Baja	1.0	Include	Métricas/metodologías
ma_towards_2025	Towards {Human}	2025	Proceedings of the 2025 {CHI}		RQ4	Baja	1.0	Include	Métricas/metodologías
ma_unifying_2025	Unifying {Large}	2025	EDBT		RQ4	Baja	1.0	Include	Métricas/metodologías
madden_databases_2024	Databases {Unbound}	2024	Proc. VLDB Endow.		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
maes_fixing_2024	Fixing {Reference}	2024	OSF		RQ3	Baja	1.0	Include	XAI/calibración
magesh_hallucination-free_2025	Hallucination-{Free}	2025	Journal of Empirical Legal Studies		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
mahalakshmi_real-time_2024	A {Real}	2024			RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
mahalingam_sketch_2025	{SKETCH}	2025	Proceedings - {International}		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
mahapatra_-storage_2025	In-{Storage}	2025	Proceedings of the 52nd {Annual}		RQ4	Baja	1.0	Include	Métricas/metodologías
maharana_evaluating_2024	Evaluating {Very}	2024	Proceedings of the {Annual}		RQ4	Baja	1.0	Include	Métricas/metodologías
maharana_retrieval_2025	Retrieval augmented generation for building datasets from scientiﬁc literature.	2025	Journal of Physics: Materials		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
mahendru_venn_2024	Venn {Diagram}	2024	2024 6th {World}		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
maheshwari_citefix_2025	{CiteFix}	2025	arXiv preprint arXiv:2504.15629		RQ4	Baja	1.0	Include	Métricas/metodologías
mahmoud_o-ran_2025	O-{RAN}	2025			RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
mailach_themes_2025	Themes of {Building}	2025	2025 {IEEE}		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
maio_pirates_2024	Pirates of the rag: {Adaptively}	2024	arXiv preprint arXiv …		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
maiti_can_2025	Can an {AI}	2025	Proceedings of the 30th {International}		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
maity_leveraging_2025	Leveraging {In}	2025	Proceedings of the 16th {Annual}		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
majumder_development_2025	Development and {Evaluation}	2025	Lecture Notes in Mechanical Engineering		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
maklad_retrieval_2025	Retrieval augmented generation based llm evaluation for protocol state machine inference with chain-of-thought reasoning	2025	International Congress on …		RQ4	Baja	1.0	Include	Métricas/metodologías
mala_hybrid_2025	Hybrid {Retrieval}	2025	arXiv preprint arXiv:2504.05324		RQ1,RQ2,RQ3,RQ4	Alta	4.0	Include	Confianza/percepción y Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
malaborbor_enhancing_2024	Enhancing {Data}	2024	Proceedings of the 2024 8th {International}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
malandri_re-fin_2025	{RE}	2025	Proceedings - {International}		-	Excluir	0.0	Exclude	Fuera de alcance
malik_assessing_2024	Assessing {ChatGPT4}	2024	Annals of …		RQ1,RQ2,RQ3,RQ4	Alta	4.0	Include	Confianza/percepción y Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
malik_evaluating_2025	Evaluating {Artificial}	2025	American Journal of Gastroenterology		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
malin_review_2025	A review of faithfulness metrics for hallucination assessment in {Large}	2025	IEEE Journal on Selected Topics in Signal Processing		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
mamalis_can_2023	Can large language models revolutionalize open government data portals? a case of using chatgpt in statistics. gov. scot	2023	Proceedings of the 27th …		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
mamalis_large_2024	A {Large}	2024	Lecture Notes in Computer Science		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
man_lusifer_2025	{LUSIFER}	2025	Proceedings of the 48th {International}		RQ4	Baja	1.0	Include	Métricas/metodologías
manathunga_retrieval_2023	Retrieval augmented generation and representative vector summarization for large unstructured textual data in medical education	2023	arXiv preprint arXiv:2308.00479		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
mandal_iitk_2024	{IITK}	2024			RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
mandikal_ancient_2024	Ancient {Wisdom}	2024	arXiv preprint arXiv:2408.11903		RQ4	Baja	1.0	Include	Métricas/metodologías
maniar_mempal_2025			Proceedings of the 30th {International}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
manias_semantic_2024	Semantic {Routing}	2024	{GLOBECOM}		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
mansurova_development_2023	Development of a question answering chatbot for blockchain domain	2023	Scientific Journal of …		RQ3	Baja	1.0	Include	XAI/calibración
mansurova_qa-rag_2024	{QA}	2024	Big Data and Cognitive Computing		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
mao_fit-rag_2025	{FIT}	2025	ACM Transactions on …		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
mao_multi-agent_2025	A {Multi}	2025	Companion {Proceedings}		RQ3	Baja	1.0	Include	XAI/calibración
mao_scrag_2025	{scRAG}	2025	2025 {IEEE}		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
mao_skyserve_2025	{SkyServe}	2025	Proceedings of the {Twentieth}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
marcantonio_artificial_2024	Artificial {Intelligence}	2024	… 2024-Navigare la complessità-Infrastrutture e …		RQ4	Baja	1.0	Include	Métricas/metodologías
markey_rags_2025	From {RAGs}	2025	Clinical Trials		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
martin_semantic_2024	Semantic verification in large language model-based retrieval augmented generation	2024	Proceedings of the AAAI …		RQ1,RQ2,RQ3,RQ4	Alta	4.0	Include	Confianza/percepción y Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
martineau_what_2023	What is retrieval-augmented generation?	2023	IBM Research Blog		RQ2	Baja	1.0	Include	Factualidad/alucinaciones
martinez-romo_generative_2025	Generative {AI}	2025	2025 {IEEE}		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
martinez_enhancing_2025	Enhancing {GPT}	2025	Proceedings of the {Winter}		-	Excluir	0.0	Exclude	Fuera de alcance
martinon_towards_2025	Towards a rigorous evaluation of {RAG}	2025	arXiv preprint arXiv …		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
maruyama_retrieval-augmented_2025	Retrieval-augmented generation enhances large language model performance on the {Japanese}	2025	Journal of Orthopaedic Science		-	Baja	0.0	Maybe	Fuera de alcance
masa_improving_2025	Improving {LLMs}	2025	arXiv		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
mashnoor_timelyhls_2025	{TimelyHLS}	2025			RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
